TXN_DATE_TIME,TRANSACTION_ID,CUSTOMER_ID,POLICY_NUMBER,POLICY_EFF_DT,LOSS_DT,REPORT_DT,INSURANCE_TYPE,insurancePremium,totalClaimAmount,CUSTOMER_NAME,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,POSTAL_CODE,SSN,MARITAL_STATUS,driverAge,timeAsCustomer,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,ROUTING_NUMBER,ACCT_NUMBER,educationLevel,claimStatus,incidentSeverity,authoritiesInvolved,numBodilyInjuries,policeReportBool,INCIDENT_STATE,INCIDENT_CITY,incidentTime,AGENT_ID,VENDOR_ID
2020-09-26 00:00:00,TXN00002898,A00007391,PLC00004620,2018-12-11,2020-09-19,2020-09-21,Motor,85.8,7000,Hilma Gaines,109 Summit Street,,Burlington,VT,5401,442-48-9426,Y,54,20,Y,2,M,Rent,LI,96452950,TRJJ07913476572125,High School,A,Total Loss,Ambulance,0,1,KY,Louisville,11,AGENT00570,VNDR00284
2020-09-26 00:00:00,TXN00002903,A00007518,PLC00000959,2017-05-15,2020-09-22,2020-09-23,Motor,80.32,6000,Florence Tidmore,7095 Gladiola Street,,Arvada,CO,80004,310-48-8109,Y,42,89,Y,5,L,Rent,LI,126982989,DLZQ98069160731194,Bachelor,A,Major Loss,,0,1,VT,Hartford,6,AGENT00773,VNDR00513
2020-09-26 00:00:00,TXN00002907,A00001763,PLC00005105,2010-09-25,2020-09-12,2020-09-17,Motor,111.87,10000,Thomas Cummings,407 Bon Air Avenue,,Brooklyn Park,MD,21225,394-35-9739,N,55,49,N,2,H,Own,HI,74815124,TWJX36736349350633,Bachelor,A,Total Loss,,1,0,AL,Montgomery,11,AGENT00050,VNDR00597
2020-09-26 00:00:00,TXN00002912,A00008979,PLC00009882,2012-12-11,2020-09-07,2020-09-12,Motor,75.28,6000,Mabel Eaton,441 Merritt Avenue,,Oakland,CA,94610,401-36-5870,Y,39,91,Y,7,M,Mortgage,MI,46011095,QEEG91249329834112,Masters,A,Minor Loss,,1,0,OK,Midwest City,8,AGENT00858,VNDR00204
2020-09-26 00:00:00,TXN00002913,A00004776,PLC00007414,2015-01-20,2020-09-09,2020-09-14,Motor,85.0,7000,Mathew Wilder,800 California 116,,Sebastopol,CA,95472,486-76-3201,Y,36,65,Y,7,L,Own,MI,74397118,PQSB46202073892716,MD,A,Major Loss,Ambulance,0,1,CT,Manchester,6,AGENT01169,VNDR00593
2020-09-26 00:00:00,TXN00002917,A00009907,PLC00001602,2011-09-14,2020-09-15,2020-09-20,Motor,117.0,9000,Vesta Daner,33 Pond Avenue,#804,Brookline,MA,2445,376-81-9881,Y,42,31,N,3,L,Own,MI,41263929,UVOP17869852844411,High School,A,Total Loss,Police,1,1,MD,Glen Burnie,17,AGENT00578,
2020-09-26 00:00:00,TXN00002918,A00005232,PLC00009740,2010-10-09,2020-09-22,2020-09-23,Motor,103.2,2000,Michelle Koontz,2708 Mabel Street,M,Berkeley,CA,94702,387-43-0564,N,30,62,Y,2,L,Rent,MI,88400745,BKWQ57300294553070,Bachelor,D,Total Loss,Other,0,0,CT,Manchester,16,AGENT00964,VNDR00587
2020-09-27 00:00:00,TXN00002921,A00007991,PLC00004303,2016-12-25,2020-09-13,2020-09-18,Motor,119.35,5000,Jose Zeck,8554 Twin Gable Drive,,Montgomery,AL,36116,645-45-9250,Y,34,104,Y,6,L,Own,MI,71208349,TNBR17628751269737,High School,A,Total Loss,Ambulance,1,0,AL,Montgomery,19,AGENT00556,VNDR00138
2020-09-27 00:00:00,TXN00002923,A00001519,PLC00007077,2017-02-03,2020-09-24,2020-09-24,Motor,107.18,8000,Joseph Edwards,7187 Holland Court,,Arvada,CO,80005,894-55-7226,N,50,90,Y,3,M,Own,HI,85265585,WTLA73384383837524,College,A,Major Loss,Police,1,1,CT,Manchester,22,AGENT00873,VNDR00545
2020-09-27 00:00:00,TXN00002925,A00003917,PLC00003723,2014-02-08,2020-09-16,2020-09-21,Motor,122.34,4000,Ana Finney,4341 Ponds Street Northeast,,Washington,DC,20019,114-03-0008,Y,62,110,N,3,H,Rent,MI,20085351,XJTW13986701429235,Bachelor,A,Major Loss,Ambulance,1,1,DC,Washington,6,AGENT00742,VNDR00079
2020-09-27 00:00:00,TXN00002927,A00003914,PLC00000703,2013-03-31,2020-09-26,2020-09-26,Motor,132.26,4000,Jimmy Byrne,464 Springfield Street,,Wilbraham,MA,1095,806-72-7674,Y,35,35,Y,4,L,Rent,MI,10647495,ASLS35830063982849,High School,A,Minor Loss,Ambulance,0,1,FL,Panama City,1,AGENT00498,
2020-09-27 00:00:00,TXN00002928,A00006061,PLC00004038,2013-02-15,2020-09-21,2020-09-23,Motor,118.4,1000,Roy Paetzold,2543 The Meadows,,Montgomery,AL,36116,831-50-6657,N,54,69,Y,5,M,Own,LI,28417206,UIHD52192545555967,PhD,A,Total Loss,Ambulance,1,1,OK,Oklahoma City,8,AGENT00602,
2020-09-28 00:00:00,TXN00002946,A00009389,PLC00009053,2010-06-10,2020-09-11,2020-09-16,Motor,134.96,7000,Mark Dimaio,17 Hillcrest Road,,Rutland,VT,5701,690-02-5869,Y,44,8,Y,4,L,Own,MI,37807438,GWUU29049158305041,High School,A,Major Loss,Police,1,1,AZ,Glendale,1,AGENT00781,VNDR00247
2020-09-28 00:00:00,TXN00002948,A00009150,PLC00001033,2014-09-24,2020-09-21,2020-09-23,Motor,87.89,3000,Ronald Woodlock,6870 West 52nd Avenue,,Arvada,CO,80002,884-59-4061,Y,47,40,Y,6,M,Rent,MI,24460697,LTNE84614598834417,Masters,A,Major Loss,Ambulance,1,1,GA,Pooler,11,AGENT00716,VNDR00317
2020-09-28 00:00:00,TXN00002954,A00002364,PLC00005877,2012-04-17,2020-09-21,2020-09-23,Motor,83.05,8000,Stacie Mcarthur,928 Wright Avenue,#UNIT 505,Mountain View,CA,94043,309-36-4162,Y,49,24,Y,6,L,Rent,MI,66218519,NOFT85393801177832,Bachelor,A,Total Loss,Ambulance,1,1,AL,Montgomery,1,AGENT00972,VNDR00317
2020-09-28 00:00:00,TXN00002959,A00007409,PLC00001826,2010-07-09,2020-09-12,2020-09-17,Motor,82.99,4000,Donald Crain,6932 West Montebello Avenue,,Glendale,AZ,85303,150-32-8420,N,33,39,Y,3,L,Mortgage,MI,69769418,VHGB30288375401480,High School,A,Minor Loss,Police,1,0,DC,Washington,6,AGENT00362,VNDR00535
2020-09-28 00:00:00,TXN00002964,A00003967,PLC00003679,2010-06-28,2020-09-23,2020-09-24,Motor,122.88,1000,Cynthia Enfinger,827 10th Street Northeast,,Washington,DC,20002,031-64-8020,Y,44,48,Y,6,M,Rent,MI,44396123,FYLK01447045624193,College,D,Major Loss,Other,0,1,MA,Brockton,6,AGENT00246,VNDR00440
2020-09-29 00:00:00,TXN00002965,A00009258,PLC00002473,2013-04-17,2020-09-27,2020-09-27,Motor,96.33,7000,Adam Yokoyama,222 Quince Street,#2-B,San Diego,CA,92103,578-82-5348,Y,38,7,Y,5,M,Mortgage,MI,124590331,NFAA41228734524665,Bachelor,A,Total Loss,Ambulance,1,1,VT,Lowell,9,AGENT00311,VNDR00161
2020-09-29 00:00:00,TXN00002968,A00006507,PLC00003416,2014-12-19,2020-09-24,2020-09-25,Motor,109.97,3000,Carol Paulseth,5415 Frank Hough Road,,Panama City,FL,32404,028-54-1037,Y,48,59,Y,7,L,Mortgage,LI,42965983,OYVK33066076494258,Bachelor,A,Major Loss,Police,1,1,CT,Manchester,18,AGENT00763,VNDR00186
2020-09-29 00:00:00,TXN00002973,A00001228,PLC00001304,2019-04-19,2020-09-28,2020-09-28,Motor,71.32,8000,Clara Zasso,175 Oak Street,,Manchester,CT,6040,855-38-0858,N,57,35,Y,4,L,Rent,MI,86535489,JDYS56453971666898,High School,A,Major Loss,Police,1,0,TN,Nashville,14,AGENT00785,VNDR00113
2020-09-29 00:00:00,TXN00002977,A00007532,PLC00008205,2013-03-26,2020-09-12,2020-09-17,Motor,84.77,4000,Craig Watkins,12245 West 71st Place,,Arvada,CO,80004,780-42-8698,Y,56,96,Y,6,M,Own,MI,51190435,XPKI56700277805959,Bachelor,A,Minor Loss,Ambulance,1,1,OK,Oklahoma City,21,AGENT01185,
2020-09-29 00:00:00,TXN00002990,A00003687,PLC00000428,2015-01-02,2020-09-28,2020-09-28,Motor,78.97,1000,Leslie Chapman,2750 Gilmore Lane,##C304,Oroville,CA,95966,421-13-0820,Y,26,78,Y,2,L,Mortgage,HI,33561053,COPA19346612087797,Bachelor,A,Total Loss,Other,1,0,FL,Panama City,3,AGENT00083,
2020-09-30 00:00:00,TXN00003011,A00009967,PLC00000569,2010-10-31,2020-09-28,2020-09-28,Motor,138.21,3000,Danny Harr,10763 West 54th Place,,Arvada,CO,80002,288-69-4049,Y,59,119,Y,5,L,Rent,MI,59987226,HOEW77583134034469,College,A,Total Loss,,1,0,GA,Savannah,5,AGENT00324,VNDR00451
2020-09-30 00:00:00,TXN00003012,A00002885,PLC00001007,2015-05-27,2020-09-23,2020-09-25,Motor,93.44,5000,Roger Brown,400 D Street,#STE 1B,Anchorage,AK,99501,097-97-7934,Y,55,86,Y,5,L,Rent,MI,108273865,NLOU17098413134424,Masters,A,Major Loss,Police,1,0,AL,Montgomery,11,AGENT00352,VNDR00360
2020-10-01 00:00:00,TXN00003021,A00008449,PLC00008161,2016-09-30,2020-09-16,2020-09-21,Motor,130.11,6000,Michael Ellis,5125 North 58th Avenue,#418,Glendale,AZ,85301,607-22-1568,Y,30,106,Y,7,L,Rent,MI,38545375,WLQL22418422963858,MD,A,Major Loss,Ambulance,1,0,MD,Pasadena,23,AGENT00326,
2020-10-02 00:00:00,TXN00003038,A00006147,PLC00009345,2015-10-04,2020-09-15,2020-09-20,Motor,112.26,8000,Joseph White,1701 18th Avenue South,,Nashville,TN,37212,460-43-7024,Y,53,105,Y,4,L,Mortgage,HI,110100201,DBFS95339521664294,High School,A,Major Loss,,0,1,KY,Louisville,20,AGENT00739,VNDR00292
2020-10-02 00:00:00,TXN00003040,A00000518,PLC00005541,2017-04-08,2020-09-20,2020-09-25,Motor,116.83,10000,Mirta Sturdivant,645 G Street,#STE 000101,Anchorage,AK,99501,100-63-4625,Y,45,69,Y,3,H,Rent,HI,24503512,PTOE14800600200377,High School,A,Major Loss,Ambulance,0,0,AR,Fayetteville,9,AGENT00348,VNDR00047
2020-10-02 00:00:00,TXN00003041,A00004887,PLC00007692,2019-04-09,2020-09-20,2020-09-25,Motor,101.29,1000,Andrew Bell,24020 Reese Road,,Anchorage,AK,99567,440-33-5593,Y,64,96,Y,5,L,Mortgage,MI,33689511,LQOG90740472857525,Bachelor,A,Minor Loss,Ambulance,1,1,CT,Manchester,23,AGENT00121,VNDR00112
2020-10-02 00:00:00,TXN00003050,A00003229,PLC00008029,2011-01-07,2020-09-12,2020-09-17,Motor,107.09,10000,Monica Roof,4035 East 8th Street,,Panama City,FL,32404,159-92-9712,N,25,88,Y,2,H,Own,MI,112106546,NIVM21746895373916,Bachelor,A,Major Loss,,1,1,TN,Nashville,17,AGENT00935,VNDR00477
2020-10-03 00:00:00,TXN00003067,A00007045,PLC00000977,2016-08-12,2020-09-15,2020-09-20,Motor,97.92,1000,William Jackson,700 Revels Drive,,Nashville,TN,37207,339-13-3639,Y,49,60,Y,6,L,Mortgage,HI,13996444,CBEF70994576077372,MD,A,Major Loss,Other,1,1,CA,Chico,12,AGENT00810,
2020-10-03 00:00:00,TXN00003069,A00009820,PLC00002621,2019-10-21,2020-09-29,2020-09-30,Motor,118.21,3000,Patricia Scruggs,82 East Foster Street,#2,Melrose,MA,2176,502-45-0494,Y,25,9,Y,2,M,Mortgage,LI,21708970,EHDQ98555132194560,Bachelor,A,Major Loss,Ambulance,1,0,MA,Cambridge,22,AGENT00175,
2020-10-03 00:00:00,TXN00003074,A00002877,PLC00006401,2017-02-11,2020-09-27,2020-09-29,Motor,98.63,3000,Bernard Fonua,4360 Hagan Road,,Montgomery,AL,36109,408-58-2288,N,33,13,Y,7,M,Rent,HI,94216910,OHSN95902255380243,High School,D,Major Loss,Police,1,1,CT,Manchester,7,AGENT00819,VNDR00414
2020-10-04 00:00:00,TXN00003080,A00007953,PLC00001265,2018-06-03,2020-09-28,2020-09-30,Motor,92.58,1000,Margarita Hall,1772 150th Avenue,,San Leandro,CA,94578,108-38-3278,Y,58,100,Y,6,M,Rent,LI,122108314,RJVV20641928900211,Masters,A,Minor Loss,Ambulance,1,0,GA,Savannah,19,AGENT00476,VNDR00258
2020-10-04 00:00:00,TXN00003082,A00000229,PLC00006528,2015-09-09,2020-09-15,2020-09-20,Motor,100.27,4000,Jennifer Sibley,405 Flint Ridge Court,,Norman,OK,73072,735-03-7278,Y,44,79,Y,4,M,Mortgage,HI,22326571,LROQ85456088262600,Bachelor,A,Minor Loss,Other,1,0,MA,Wareham,6,AGENT00067,VNDR00408
2020-10-04 00:00:00,TXN00003085,A00004637,PLC00008657,2016-01-11,2020-09-15,2020-09-20,Motor,79.16,7000,Darlene Gibler,201 West Montgomery Cross Road,#170,Savannah,GA,31406,895-04-7933,Y,27,115,Y,4,H,Own,MI,77966371,FUGB10675843254554,High School,A,Major Loss,Police,1,1,KY,Louisville,22,AGENT01159,VNDR00292
2020-10-04 00:00:00,TXN00003093,A00002254,PLC00000137,2017-01-14,2020-09-22,2020-09-27,Motor,120.64,6000,Jeremiah Guy,725 65th Street,,Oakland,CA,94609,820-26-4245,Y,28,106,Y,4,M,Own,LI,72846438,BFMW03500201758948,Bachelor,A,Major Loss,Ambulance,1,1,MD,Crofton,14,AGENT00665,
2020-10-04 00:00:00,TXN00003097,A00003567,PLC00009654,2013-02-07,2020-10-01,2020-10-01,Motor,112.17,9000,Irma Navarro,7950 West 51st Avenue,#501,Arvada,CO,80002,132-30-2131,N,50,97,Y,7,M,Rent,HI,88771681,JPXY86801409509215,High School,A,Major Loss,Police,1,0,KY,Louisville,21,AGENT00318,VNDR00466
2020-10-05 00:00:00,TXN00003100,A00001671,PLC00004096,2014-12-03,2020-09-30,2020-10-01,Motor,90.52,7000,John Mcdonald,1900 Lincoln Street,#206,Savannah,GA,31401,170-59-7641,Y,54,105,Y,6,L,Own,MI,62413570,IEDS08545827555682,MD,A,Minor Loss,Ambulance,1,0,AR,Fayetteville,4,AGENT00298,VNDR00494
2020-10-05 00:00:00,TXN00003103,A00005666,PLC00003771,2013-02-25,2020-09-25,2020-09-28,Motor,139.93,7000,Victoria Abreu,3483 Canyon Creek Drive,,San Jose,CA,95132,013-93-6236,Y,52,76,Y,6,H,Mortgage,LI,67199475,PMZG11942746146547,Bachelor,A,Major Loss,Ambulance,0,1,TN,Nashville,15,AGENT00688,
2020-10-05 00:00:00,TXN00003116,A00002482,PLC00006578,2015-02-02,2020-09-25,2020-09-28,Motor,132.3,3000,Shannon Turner,1699 Chatham Parkway,#814B,Savannah,GA,31405,743-06-5846,N,41,73,N,5,L,Rent,HI,51774217,SZFE50242333013011,College,A,Major Loss,Police,1,1,CO,Greeley,6,AGENT00382,
2020-10-05 00:00:00,TXN00003117,A00006703,PLC00006340,2019-04-26,2020-09-24,2020-09-29,Motor,76.35,7000,Matthew Grace,4109 General Bate Drive,,Nashville,TN,37204,573-58-7730,N,60,30,Y,6,M,Mortgage,LI,60163932,XIEF17167989976916,High School,A,Minor Loss,Ambulance,0,0,MD,Pasadena,3,AGENT00237,VNDR00096
2020-10-05 00:00:00,TXN00003118,A00001212,PLC00007365,2016-03-29,2020-09-30,2020-10-01,Motor,133.82,6000,Vanessa Gildersleeve,1908 Peachtree Avenue,,Oklahoma City,OK,73121,628-81-8408,N,49,105,Y,4,L,Mortgage,MI,45896981,UHYC09245094035742,College,A,Minor Loss,Police,0,1,CT,Manchester,1,AGENT00033,
2020-10-05 00:00:00,TXN00003122,A00003635,PLC00002556,2018-11-11,2020-09-24,2020-09-29,Motor,96.18,6000,Harold Ivey,565 Amber Isle,,Alameda,CA,94501,387-36-4192,N,62,84,Y,3,M,Mortgage,LI,23117352,ALKB37372189996479,College,A,Major Loss,,1,1,GA,Savannah,18,AGENT00344,VNDR00583
2020-10-05 00:00:00,TXN00003123,A00004004,PLC00006980,2016-04-26,2020-09-21,2020-09-26,Motor,89.19,8000,Janet Duran,18 Densmore Drive,,Essex,VT,5452,270-93-2503,Y,33,82,Y,7,M,Mortgage,MI,38145746,HYSS82122928320623,High School,A,Major Loss,Police,0,1,AR,Fayetteville,10,AGENT00101,
2020-10-05 00:00:00,TXN00003124,A00001050,PLC00004490,2011-06-17,2020-09-19,2020-09-24,Motor,133.76,4000,Maria Dahlheimer,9740 Rhythm Road,,Midwest City,OK,73130,835-65-8810,Y,30,29,Y,6,M,Mortgage,HI,45655973,OVVB68566490955915,Bachelor,A,Major Loss,Police,1,0,FL,Panama City,6,AGENT00643,VNDR00134
2020-10-06 00:00:00,TXN00003135,A00003208,PLC00004929,2014-10-23,2020-09-20,2020-09-25,Motor,75.0,4000,Betty Elliott,3 Southerberry Drive,,,VT,5468,378-21-5406,Y,60,49,Y,7,L,Own,LI,20326926,QIXV70599942725899,High School,A,Minor Loss,Police,1,0,AK,Anchorage,14,AGENT01148,
2020-10-06 00:00:00,TXN00003137,A00005355,PLC00002290,2013-01-23,2020-09-23,2020-09-28,Motor,72.45,7000,Amber Ward,2617 Truffula Circle,,Norman,OK,73069,085-66-1458,Y,39,67,Y,6,H,Mortgage,MI,119298062,HDXJ07741790232679,Masters,A,Major Loss,Ambulance,1,1,OK,Oklahoma City,17,AGENT00584,VNDR00583
2020-10-06 00:00:00,TXN00003146,A00009911,PLC00005456,2018-07-06,2020-09-29,2020-10-01,Motor,120.94,2000,Erin Isenberg,4214 Ashleywood Court,,Louisville,KY,40241,140-28-0503,Y,60,98,Y,5,L,Mortgage,LI,43120989,EUXX03735653039596,High School,A,Total Loss,Police,0,1,KY,Louisville,20,AGENT00550,VNDR00170
2020-10-06 00:00:00,TXN00003147,A00001458,PLC00006533,2016-08-08,2020-09-25,2020-09-30,Motor,129.26,5000,Reginald Johnson,328 17th Street,,Paso Robles,CA,93446,462-55-8680,N,31,74,Y,4,H,Rent,MI,69177987,OXUA90668718032999,High School,A,Minor Loss,Ambulance,1,0,CO,Arvada,11,AGENT00329,VNDR00187
2020-10-07 00:00:00,TXN00003159,A00001644,PLC00005898,2013-10-31,2020-09-23,2020-09-28,Motor,100.63,3000,Tameka Dombkowski,2441 Chase Park Drive,,Montgomery,AL,36110,873-08-5601,Y,29,37,Y,4,M,Mortgage,LI,21936069,EANC25055605391240,High School,A,Total Loss,Ambulance,1,1,FL,Panama City Beach,8,AGENT00379,VNDR00351
2020-10-07 00:00:00,TXN00003165,A00002936,PLC00006564,2012-10-13,2020-09-24,2020-09-29,Motor,112.69,1000,Joseph Gilbert,7851 Snow View Drive,,Anchorage,AK,99507,553-64-4683,Y,52,94,Y,3,M,Mortgage,MI,23994410,CVUP09087949368470,High School,A,Major Loss,Police,1,1,AL,Indian Springs Village,13,AGENT00319,
2020-10-07 00:00:00,TXN00003170,A00006362,PLC00007201,2010-12-06,2020-09-30,2020-10-02,Motor,124.71,6000,Randall Vega,2747 68th Avenue,,Oakland,CA,94605,682-75-1384,Y,52,83,Y,3,M,Mortgage,MI,13631738,FHHI99368722435178,Bachelor,A,Minor Loss,Ambulance,1,1,CA,Pleasanton,0,AGENT00422,
2020-10-07 00:00:00,TXN00003177,A00000073,PLC00004090,2018-05-23,2020-10-01,2020-10-03,Motor,133.42,9000,Salvatore Thompson,125 Summer Street,,Manchester,CT,6040,881-97-0091,Y,57,84,Y,4,M,Mortgage,MI,57144443,FQRO35657271603209,High School,A,Minor Loss,Police,1,1,AZ,Glendale,22,AGENT00281,
2020-10-08 00:00:00,TXN00003181,A00003847,PLC00008737,2011-02-21,2020-09-18,2020-09-23,Motor,127.43,5000,Ronnie Wade,1040 University Avenue,#R 208,Berkeley,CA,94710,216-99-0851,N,42,78,Y,3,L,Rent,MI,74149780,GDOC76833493348296,PhD,A,Major Loss,Police,1,0,CT,Manchester,5,AGENT00735,
2020-10-08 00:00:00,TXN00003185,A00003082,PLC00003792,2013-09-19,2020-10-05,2020-10-05,Motor,94.53,5000,Gerald Mcalpine,1208 Elkader Court North,,Nashville,TN,37013,571-62-3668,N,38,108,N,3,H,Own,HI,91387703,CXKA52067743775711,Bachelor,A,Major Loss,Ambulance,1,0,MD,Edgewater,9,AGENT00127,VNDR00493
2020-10-08 00:00:00,TXN00003187,A00002092,PLC00007173,2015-05-25,2020-10-05,2020-10-05,Motor,81.77,2000,Ashley Kubiak,3901 Old Seward Highway,#STE 000016,Anchorage,AK,99503,379-74-2995,Y,64,37,Y,5,L,Own,MI,53371760,BXID73259403021495,Bachelor,A,Major Loss,,1,1,TN,Nashville,4,AGENT00587,VNDR00597
2020-10-08 00:00:00,TXN00003190,A00009491,PLC00006109,2016-07-26,2020-10-07,2020-10-07,Motor,100.99,9000,Mary Alvarado,10508 Kovats Court,,Louisville,KY,40223,864-77-7098,Y,32,58,Y,3,M,Mortgage,HI,82187077,FWZN20181217521265,Masters,A,Total Loss,Ambulance,1,1,OK,Oklahoma City,11,AGENT00835,
2020-10-08 00:00:00,TXN00003191,A00000508,PLC00008381,2018-10-09,2020-09-20,2020-09-25,Motor,121.72,5000,Kirsten Hurd,2305 Ranchland Drive,,Savannah,GA,31404,455-39-6810,Y,63,82,Y,7,M,Own,LI,127328351,CNSZ83666339295145,MD,A,Total Loss,,1,1,TN,Nashville,20,AGENT01028,VNDR00297
2020-10-08 00:00:00,TXN00003193,A00002192,PLC00007151,2013-02-07,2020-09-28,2020-10-01,Motor,85.6,6000,David Johnson,1318 35th Street Northwest,,Washington,DC,20007,862-33-3562,Y,61,80,Y,5,L,Own,HI,60420293,WNGF38623420675693,College,D,Total Loss,Police,1,1,AK,Anchorage,13,AGENT00633,
2020-10-08 00:00:00,TXN00003197,A00001831,PLC00001927,2011-09-17,2020-09-27,2020-10-02,Motor,86.02,8000,Vickie Sikes,815 Plantation Drive,,Panama City,FL,32404,843-24-9971,Y,57,77,Y,4,L,Own,HI,64920647,UNAR90422669877353,High School,A,Total Loss,,1,0,TN,Nashville,9,AGENT01130,VNDR00556
2020-10-08 00:00:00,TXN00003200,A00005827,PLC00005299,2012-06-05,2020-09-28,2020-10-01,Motor,122.58,1000,Adam Warf,6234 West Behrend Drive,#1134,Glendale,AZ,85308,006-87-6375,Y,53,58,Y,6,L,Rent,MI,59831990,KKJR72451931076192,Bachelor,A,Total Loss,Police,1,1,OK,Oklahoma City,19,AGENT00388,VNDR00571
2020-10-08 00:00:00,TXN00003204,A00004430,PLC00009198,2016-10-24,2020-09-24,2020-09-29,Motor,91.99,9000,Marie Johnson,224 Charter Oak Street,,Manchester,CT,6040,745-57-3662,Y,55,17,Y,6,L,Mortgage,MI,101602815,BEJZ26185998437874,College,A,Total Loss,Ambulance,0,0,OK,Oklahoma City,22,AGENT00691,
2020-10-08 00:00:00,TXN00003205,A00000208,PLC00003087,2013-06-03,2020-09-27,2020-10-02,Motor,129.85,2000,Julie Mahan,8409 Gullane Court,,Pasadena,MD,21122,288-58-3074,Y,48,103,Y,7,L,Rent,HI,113717280,DCXV24241244848052,Bachelor,A,Total Loss,Police,0,1,MA,Charlton,16,AGENT00334,VNDR00382
2020-10-09 00:00:00,TXN00003219,A00007425,PLC00008379,2014-08-24,2020-09-30,2020-10-03,Motor,121.95,5000,Karl White,1303 Buckingham Court,,Louisville,KY,40118,560-57-8239,N,45,84,Y,4,H,Rent,LI,50456222,AKUX22377179501413,College,A,Major Loss,Ambulance,1,1,GA,Savannah,23,AGENT00930,VNDR00555
2020-10-09 00:00:00,TXN00003226,A00007314,PLC00008952,2012-04-05,2020-09-28,2020-10-03,Motor,83.65,8000,Melanie Collier,6702 Johnny Mercer Boulevard,,Savannah,GA,31410,433-20-6080,Y,50,77,Y,7,M,Mortgage,MI,16453078,BQDZ88618680593996,Bachelor,A,Major Loss,,1,0,CT,Manchester,6,AGENT00363,VNDR00598
2020-10-10 00:00:00,TXN00003242,A00000162,PLC00009262,2016-02-29,2020-10-01,2020-10-04,Motor,125.96,9000,Joetta Anderson,3323 Summerhill Drive,,Fayetteville,AR,72703,369-68-8943,Y,37,33,Y,6,M,Mortgage,MI,59983107,ARET13614280305630,High School,A,Major Loss,Other,1,1,MD,Baltimore,10,AGENT00924,VNDR00008
2020-10-10 00:00:00,TXN00003244,A00002685,PLC00003568,2013-10-09,2020-09-30,2020-10-03,Motor,127.06,5000,Robert Vanstee,2504 Longest Avenue,,Louisville,KY,40204,122-67-5240,Y,27,37,Y,3,L,Rent,LI,114300036,DOEX77925575088125,Bachelor,A,Major Loss,Ambulance,0,0,GA,Pooler,23,AGENT01176,VNDR00545
2020-10-10 00:00:00,TXN00003247,A00000081,PLC00004060,2012-06-02,2020-09-27,2020-10-02,Motor,71.19,8000,John Farrar,7912 Depew Street,,Arvada,CO,80003,452-21-4369,Y,43,40,Y,6,H,Own,HI,57852560,QNLN57003592034776,Bachelor,A,Major Loss,,1,1,CO,Arvada,19,AGENT00794,
2020-10-10 00:00:00,TXN00003250,A00009168,PLC00009946,2016-12-09,2020-10-01,2020-10-04,Motor,73.05,10000,Jeanne Cain,1709 Queensbury Road,,Moore,OK,73160,300-25-8706,Y,42,118,Y,2,L,Own,HI,103979287,HIEC91655591848582,Bachelor,A,Minor Loss,Police,1,1,GA,Savannah,22,AGENT00310,
2020-10-11 00:00:00,TXN00003255,A00008659,PLC00002166,2016-06-14,2020-09-24,2020-09-29,Motor,116.91,9000,Clyde Mitchell,168 Partridge Hill Road,,Charlton,MA,1507,155-94-4696,N,51,39,Y,5,H,Mortgage,MI,53308034,TKOE02367940000945,Masters,A,Minor Loss,Police,1,1,OK,Oklahoma City,3,AGENT00167,
2020-10-11 00:00:00,TXN00003258,A00006359,PLC00005202,2014-11-10,2020-09-23,2020-09-28,Motor,70.19,5000,Gregory Pavlick,487 Maury Street,,Montgomery,AL,36104,088-76-5254,N,58,35,Y,4,M,Rent,MI,73737025,ZYTN47670174443579,Bachelor,A,Total Loss,Ambulance,1,1,AK,Anchorage,13,AGENT00809,VNDR00580
2020-10-11 00:00:00,TXN00003263,A00003720,PLC00007419,2019-01-09,2020-09-29,2020-10-04,Motor,95.53,6000,Clarence Ginn,201 West Montgomery Cross Road,#170,Savannah,GA,31406,038-11-1104,Y,53,56,Y,6,M,Rent,MI,39092500,ZKFW65061858776622,Bachelor,A,Total Loss,Police,1,1,OK,Oklahoma City,3,AGENT00723,VNDR00506
2020-10-11 00:00:00,TXN00003270,A00006060,PLC00009577,2019-02-26,2020-09-24,2020-09-29,Motor,109.8,7000,Christine Doung,8556 Nelson Court,,Arvada,CO,80005,095-79-5192,Y,48,64,N,4,M,Rent,LI,100127676,NRCA70050762912129,High School,A,Minor Loss,,1,0,AR,Fayetteville,4,AGENT00177,VNDR00375
2020-10-12 00:00:00,TXN00003282,A00003543,PLC00003452,2019-08-28,2020-10-09,2020-10-09,Motor,123.79,7000,William Dent,22709 Canyon Terrace Drive,#2,Castro Valley,CA,94552,852-44-3483,Y,42,107,Y,5,L,Own,LI,54139406,JYAE45935744003091,Bachelor,A,Total Loss,Police,1,1,GA,Savannah,17,AGENT01035,
2020-10-12 00:00:00,TXN00003283,A00004732,PLC00001675,2011-03-30,2020-10-07,2020-10-08,Motor,120.39,4000,Lazaro Nee,7124 West Morrow Drive,,Glendale,AZ,85308,242-46-3399,Y,45,119,Y,2,L,Rent,HI,125291325,HLYR66165085907591,Bachelor,A,Total Loss,Ambulance,1,0,CA,Livermore,11,AGENT00419,
