index,timeAsCustomer,driverAge,insuranceAccess,insurancePremium,driverGender,educationLevel,accidentType,incidentSeverity,authoritiesInvolved,incidentTime,numVehiclesInvolved,numBodilyInjuries,policeReportBool,totalClaimAmount,fraud,vehicleAge,driverExperience,licenceType
561,294,49,500,1135,0.0,Masters,Multi-vehicle Collision,Total Loss,Police,23,3,1,1,42900,0,5,27,Full
562,272,41,2000,946,0.0,MD,Single Vehicle Collision,Minor Damage,Fire,23,1,0,0,84100,1,6,22,Full
563,27,27,2000,1119,1.0,College,Single Vehicle Collision,Total Loss,Fire,23,1,1,0,61560,0,7,9,Full
564,251,39,2000,1232,1.0,Associate,Single Vehicle Collision,Minor Damage,Police,10,1,0,0,44240,0,18,22,Full
565,180,33,2000,1005,1.0,JD,Multi-vehicle Collision,Minor Damage,Ambulance,12,4,2,1,57700,0,13,17,Full
566,392,50,2000,1109,1.0,PhD,Single Vehicle Collision,Minor Damage,Other,4,1,2,1,108030,0,13,30,Full
567,143,30,500,1392,1.0,High School,Single Vehicle Collision,Minor Damage,Fire,16,1,2,1,54300,0,5,13,Full
568,371,54,2000,1318,0.0,High School,Multi-vehicle Collision,Major Damage,Ambulance,18,3,1,0,32280,1,5,34,Full
569,292,42,1000,1588,0.0,JD,Multi-vehicle Collision,Total Loss,Other,15,3,1,0,84600,0,8,22,Full
570,165,35,500,900,0.0,College,Single Vehicle Collision,Total Loss,Other,8,1,1,1,69700,0,7,17,Full
571,158,33,1000,1745,0.0,JD,Multi-vehicle Collision,Total Loss,Ambulance,4,3,0,0,36400,0,17,17,Full
572,241,39,1000,1261,1.0,JD,Multi-vehicle Collision,Minor Damage,Police,20,3,0,1,37520,0,5,23,Full
573,103,33,2000,1021,1.0,Masters,Multi-vehicle Collision,Major Damage,Ambulance,1,3,2,0,79090,0,1,12,Full
574,402,54,2000,1285,0.0,JD,Single Vehicle Collision,Major Damage,Other,19,1,0,1,67770,1,2,35,Full
575,102,32,500,1537,0.0,JD,Single Vehicle Collision,Total Loss,Other,11,1,1,0,47400,1,11,15,Full
576,182,40,1000,1022,0.0,PhD,Single Vehicle Collision,Total Loss,Other,13,1,0,0,71100,0,7,19,Full
577,282,46,2000,1559,0.0,MD,Single Vehicle Collision,Minor Damage,Police,2,1,2,0,69400,0,3,25,Full
578,222,39,500,1758,0.0,High School,Multi-vehicle Collision,Major Damage,Other,9,3,2,0,55000,1,19,22,Full
579,415,52,1000,974,0.0,PhD,Multi-vehicle Collision,Total Loss,Police,15,2,1,1,51090,0,12,31,Full
580,51,34,500,1431,0.0,PhD,Single Vehicle Collision,Major Damage,Fire,23,1,2,0,64200,1,8,12,Full
581,255,45,500,1192,0.0,High School,Single Vehicle Collision,Total Loss,Other,16,1,2,1,67320,0,9,29,Full
582,143,31,500,1164,0.0,Associate,Multi-vehicle Collision,Major Damage,Other,21,4,2,0,76120,0,16,9,Full
583,130,28,1000,1003,1.0,JD,Multi-vehicle Collision,Minor Damage,Ambulance,21,2,2,0,85020,0,5,8,Full
584,242,41,2000,1154,0.0,Masters,Multi-vehicle Collision,Minor Damage,Fire,3,3,0,0,68090,0,6,22,Full
585,96,27,1000,1631,1.0,High School,Parked Car,Trivial Damage,Police,4,1,1,0,6030,0,8,6,Full
586,180,35,1000,1252,0.0,MD,Vehicle Theft,Minor Damage,None,17,1,1,0,5100,0,15,16,Full
587,150,30,1000,1677,0.0,College,Vehicle Theft,Trivial Damage,Police,7,1,1,1,4590,0,2,10,Full
588,463,59,1000,980,1.0,JD,Multi-vehicle Collision,Major Damage,Other,14,2,1,0,72400,1,16,40,Full
589,472,64,500,989,0.0,Masters,Single Vehicle Collision,Major Damage,Fire,13,1,2,0,70900,0,13,42,Full
590,75,25,1000,1390,1.0,Associate,Multi-vehicle Collision,Total Loss,Other,23,2,2,1,65100,0,4,5,Full
591,193,40,500,1234,1.0,College,Multi-vehicle Collision,Total Loss,Ambulance,23,3,2,1,64260,0,16,21,Full
592,43,43,500,1320,1.0,Associate,Single Vehicle Collision,Major Damage,Ambulance,16,1,2,0,79970,1,19,27,Full
593,253,41,1000,1435,1.0,College,Single Vehicle Collision,Total Loss,Police,17,1,2,0,56610,0,20,20,Full
594,152,30,500,1449,1.0,JD,Single Vehicle Collision,Major Damage,Fire,9,1,1,0,84590,1,15,11,Full
595,160,38,500,1734,0.0,High School,Multi-vehicle Collision,Major Damage,Fire,13,3,2,1,66780,0,19,19,Full
596,56,36,500,1533,0.0,JD,Single Vehicle Collision,Major Damage,Police,13,1,1,1,58500,0,14,14,Full
597,286,41,500,1107,1.0,College,Parked Car,Trivial Damage,Police,3,1,2,0,5000,0,12,24,Full
598,3,29,500,996,1.0,JD,Parked Car,Trivial Damage,Police,3,1,2,0,5000,1,7,10,Full
599,286,41,1000,1299,1.0,High School,Multi-vehicle Collision,Major Damage,Ambulance,16,3,1,1,54450,0,8,20,Full
600,239,38,1000,1277,1.0,Masters,Multi-vehicle Collision,Major Damage,Police,12,3,1,0,61920,0,12,17,Full
601,64,29,2000,1202,0.0,High School,Single Vehicle Collision,Minor Damage,Ambulance,4,1,1,0,43700,1,8,9,Full
602,98,31,500,672,0.0,Masters,Single Vehicle Collision,Minor Damage,Other,3,1,2,0,64080,0,18,15,Full
603,16,35,1000,1358,0.0,JD,Single Vehicle Collision,Total Loss,Other,0,1,2,0,55000,1,7,16,Full
604,70,27,1000,1009,1.0,Masters,Vehicle Theft,Trivial Damage,Police,19,1,2,0,4400,0,15,5,Full
605,75,27,1000,1141,0.0,JD,Multi-vehicle Collision,Minor Damage,Police,15,2,0,1,71640,0,7,11,Full
606,246,44,1000,1397,0.0,High School,Single Vehicle Collision,Minor Damage,Other,6,1,1,0,61740,0,18,28,Full
607,110,27,1000,1665,1.0,Associate,Single Vehicle Collision,Total Loss,Ambulance,3,1,0,0,57500,0,5,8,Full
608,236,39,1000,1151,1.0,Masters,Parked Car,Minor Damage,Police,17,1,0,0,8700,0,12,17,Full
609,267,46,2000,1546,1.0,MD,Multi-vehicle Collision,Total Loss,Police,4,4,2,0,77100,0,19,29,Full
610,463,57,500,1064,0.0,Masters,Single Vehicle Collision,Minor Damage,Police,14,1,2,1,59400,0,20,39,Full
611,303,46,1000,709,0.0,Masters,Multi-vehicle Collision,Minor Damage,Fire,3,3,1,0,54890,0,9,27,Full
612,137,30,500,1040,0.0,MD,Multi-vehicle Collision,Minor Damage,Other,4,3,2,0,74030,0,10,12,Full
613,56,42,500,1339,1.0,Associate,Single Vehicle Collision,Total Loss,Other,13,1,1,1,61490,0,17,23,Full
614,75,27,1000,1203,0.0,High School,Multi-vehicle Collision,Minor Damage,Police,23,3,0,1,79560,0,12,11,Full
615,131,33,2000,1081,0.0,MD,Parked Car,Minor Damage,Police,3,1,0,0,4900,0,5,14,Full
616,153,34,500,991,0.0,High School,Multi-vehicle Collision,Total Loss,Other,0,3,1,0,77770,0,15,16,Full
617,255,43,500,984,1.0,JD,Multi-vehicle Collision,Major Damage,Fire,14,2,2,0,74700,1,8,21,Full
618,103,26,500,1355,0.0,MD,Multi-vehicle Collision,Minor Damage,Police,14,2,2,0,40600,0,5,10,Full
619,97,28,1000,830,0.0,JD,Single Vehicle Collision,Total Loss,Ambulance,22,1,1,0,45270,0,9,9,Full
620,214,36,2000,987,1.0,Associate,Multi-vehicle Collision,Minor Damage,Ambulance,17,3,0,0,47080,0,9,14,Full
621,438,57,500,1119,1.0,MD,Single Vehicle Collision,Minor Damage,Police,14,1,0,0,40700,1,15,40,Full
622,87,27,500,1048,1.0,Masters,Single Vehicle Collision,Minor Damage,Police,2,1,2,1,34650,0,19,7,Full
623,27,28,1000,1074,0.0,MD,Parked Car,Trivial Damage,Police,4,1,2,0,3200,0,3,9,Full
624,206,42,1000,1231,0.0,High School,Single Vehicle Collision,Major Damage,Fire,2,1,1,0,78980,1,18,25,Full
625,127,31,500,1255,0.0,Associate,Parked Car,Minor Damage,None,10,1,1,0,6160,0,19,13,Full
626,422,60,1000,1556,1.0,MD,Single Vehicle Collision,Major Damage,Ambulance,11,1,1,0,85250,0,16,39,Full
627,303,50,2000,836,0.0,Masters,Multi-vehicle Collision,Major Damage,Fire,1,4,1,0,72840,0,5,33,Full
628,228,40,500,1451,0.0,Associate,Parked Car,Trivial Damage,Police,20,1,0,0,6050,0,5,20,Full
629,239,39,2000,625,1.0,JD,Single Vehicle Collision,Major Damage,Fire,10,1,2,1,87890,1,1,22,Full
630,330,47,2000,1133,1.0,High School,Multi-vehicle Collision,Total Loss,Other,20,2,0,1,60500,1,16,26,Full
631,128,35,500,1367,1.0,MD,Multi-vehicle Collision,Minor Damage,Fire,10,3,2,0,88220,0,7,16,Full
632,147,37,1000,1440,1.0,Associate,Multi-vehicle Collision,Total Loss,Other,2,2,1,0,53680,0,11,20,Full
633,287,45,1000,1231,0.0,Masters,Single Vehicle Collision,Minor Damage,Fire,19,1,0,0,53800,0,9,26,Full
634,142,29,2000,1308,1.0,MD,Single Vehicle Collision,Major Damage,Police,10,1,1,0,54360,1,20,11,Full
635,162,35,2000,1125,1.0,Masters,Single Vehicle Collision,Major Damage,Police,14,1,0,1,54340,0,14,15,Full
636,140,35,1000,1521,1.0,High School,Parked Car,Trivial Damage,None,5,1,0,1,2860,1,18,14,Full
637,106,28,2000,1609,0.0,High School,Vehicle Theft,Minor Damage,Police,8,1,2,1,5490,0,16,11,Full
638,292,45,1000,1359,0.0,Masters,Vehicle Theft,Trivial Damage,Police,4,1,0,0,7370,0,18,25,Full
639,34,34,500,1296,1.0,PhD,Multi-vehicle Collision,Major Damage,Ambulance,4,3,1,0,50800,1,18,17,Full
640,290,48,500,1161,0.0,Associate,Multi-vehicle Collision,Minor Damage,Fire,20,2,1,0,41520,0,1,26,Full
641,182,38,2000,1441,1.0,Masters,Single Vehicle Collision,Total Loss,Police,18,1,2,1,89650,0,10,18,Full
642,362,55,1000,1098,1.0,JD,Multi-vehicle Collision,Total Loss,Police,0,3,0,0,39690,0,17,38,Full
643,143,32,1000,1464,1.0,High School,Single Vehicle Collision,Major Damage,Ambulance,1,1,2,0,62260,0,20,14,Full
644,183,38,500,1544,1.0,Masters,Single Vehicle Collision,Major Damage,Police,17,1,0,1,51920,1,14,17,Full
645,254,40,500,1391,0.0,College,Single Vehicle Collision,Minor Damage,Other,23,1,2,0,53460,0,6,18,Full
646,249,43,2000,1149,1.0,MD,Multi-vehicle Collision,Total Loss,Fire,4,3,2,1,57100,0,1,22,Full
647,169,36,500,1616,0.0,High School,Multi-vehicle Collision,Total Loss,Ambulance,0,3,2,0,77440,0,11,18,Full
648,235,40,500,1399,0.0,College,Single Vehicle Collision,Minor Damage,Ambulance,11,1,1,0,68300,0,12,21,Full
649,112,32,1000,1239,0.0,Associate,Parked Car,Trivial Damage,None,4,1,0,0,5060,0,3,15,Full
650,16,32,1000,968,0.0,MD,Multi-vehicle Collision,Total Loss,Ambulance,0,3,0,0,59400,1,20,14,Full
651,128,31,500,1045,1.0,High School,Multi-vehicle Collision,Major Damage,Ambulance,2,3,0,0,69930,1,2,13,Full
652,103,27,1000,1537,1.0,College,Multi-vehicle Collision,Minor Damage,Police,11,3,1,0,77700,0,7,5,Full
653,356,54,500,912,0.0,College,Multi-vehicle Collision,Major Damage,Other,23,3,2,0,68750,1,8,32,Full
654,109,29,2000,1007,1.0,High School,Multi-vehicle Collision,Minor Damage,Police,17,3,1,1,91080,0,20,9,Full
655,2,20,1000,1190,1.0,High School,Single Vehicle Collision,Minor Damage,Other,22,1,1,1,48360,0,15,2,P1
656,198,34,1000,1576,0.0,Associate,Single Vehicle Collision,Major Damage,Other,18,1,1,1,95000,0,14,16,Full
657,107,32,500,1173,0.0,Associate,Vehicle Theft,Trivial Damage,Police,8,1,1,0,3900,0,5,13,Full
658,252,39,500,1312,0.0,High School,Multi-vehicle Collision,Minor Damage,Other,15,3,0,0,59400,1,5,17,Full
659,303,43,1000,671,1.0,Associate,Single Vehicle Collision,Minor Damage,Fire,20,1,2,0,60210,0,2,21,Full
660,101,32,500,895,0.0,JD,Single Vehicle Collision,Minor Damage,Ambulance,4,1,0,1,43600,0,5,16,Full
661,446,57,2000,1373,0.0,College,Multi-vehicle Collision,Total Loss,Police,10,3,0,0,62800,0,3,36,Full
662,330,48,1000,1626,0.0,College,Single Vehicle Collision,Major Damage,Ambulance,10,1,1,0,59500,0,9,28,Full
663,211,37,2000,1296,1.0,PhD,Multi-vehicle Collision,Total Loss,Police,22,3,1,0,53460,0,6,19,Full
664,172,33,1000,1460,1.0,High School,Multi-vehicle Collision,Total Loss,Ambulance,15,3,0,0,41690,0,16,17,Full
665,316,46,500,1220,1.0,Masters,Single Vehicle Collision,Minor Damage,Ambulance,13,1,0,1,63100,0,15,30,Full
666,435,60,500,1064,0.0,Associate,Single Vehicle Collision,Total Loss,Ambulance,23,1,2,0,62880,1,8,42,Full
667,344,51,1000,960,1.0,Masters,Multi-vehicle Collision,Major Damage,Fire,18,3,2,1,75400,1,9,32,Full
668,204,40,2000,1767,0.0,JD,Single Vehicle Collision,Total Loss,Ambulance,7,1,1,0,46200,0,18,19,Full
669,278,47,500,1285,0.0,Masters,Single Vehicle Collision,Major Damage,Ambulance,21,1,2,1,58500,0,5,25,Full
670,434,57,2000,1423,0.0,JD,Multi-vehicle Collision,Major Damage,Other,15,3,1,0,66240,0,12,35,Full
671,209,36,2000,1223,1.0,MD,Multi-vehicle Collision,Total Loss,Ambulance,17,3,1,0,65440,0,1,15,Full
672,250,43,2000,1539,0.0,Masters,Single Vehicle Collision,Minor Damage,Fire,2,1,0,0,64200,0,13,22,Full
673,61,25,2000,988,1.0,Masters,Multi-vehicle Collision,Minor Damage,Ambulance,1,3,1,0,32320,0,15,3,P2
674,80,28,1000,1741,1.0,College,Single Vehicle Collision,Major Damage,Police,3,1,0,0,33480,0,4,11,Full
675,25,38,1000,1541,0.0,College,Vehicle Theft,Trivial Damage,None,0,1,1,1,4320,0,20,16,Full
676,4,29,500,1382,0.0,High School,Vehicle Theft,Trivial Damage,Police,4,1,0,0,4200,0,7,8,Full
677,32,29,500,1447,0.0,MD,Multi-vehicle Collision,Minor Damage,Ambulance,11,3,2,0,57970,0,9,10,Full
678,125,31,500,1221,0.0,JD,Parked Car,Trivial Damage,None,4,1,1,0,4320,0,12,13,Full
679,276,45,500,948,1.0,High School,Multi-vehicle Collision,Minor Damage,Fire,11,3,0,0,69300,0,5,25,Full
680,148,30,500,1471,1.0,Masters,Multi-vehicle Collision,Minor Damage,Police,4,3,2,0,32480,0,18,13,Full
681,222,38,2000,1158,0.0,MD,Single Vehicle Collision,Total Loss,Police,20,1,2,1,60480,0,14,21,Full
682,32,38,2000,566,0.0,Associate,Parked Car,Trivial Damage,Police,22,1,0,0,2640,0,0,20,Full
683,78,27,500,1061,0.0,JD,Parked Car,Trivial Damage,Police,4,1,0,0,6050,0,6,9,Full
684,238,43,1000,1524,0.0,High School,Multi-vehicle Collision,Total Loss,Ambulance,21,4,0,0,42700,1,20,23,Full
685,313,47,1000,1556,0.0,College,Single Vehicle Collision,Major Damage,Ambulance,20,1,1,0,40260,1,19,25,Full
686,334,50,500,1216,0.0,Masters,Single Vehicle Collision,Major Damage,Fire,7,1,2,0,50000,0,7,29,Full
687,190,35,500,1485,1.0,High School,Parked Car,Trivial Damage,None,4,1,0,0,3840,0,17,16,Full
688,194,41,500,1204,0.0,JD,Multi-vehicle Collision,Minor Damage,Police,17,3,0,0,95900,0,16,19,Full
689,290,47,1000,1393,0.0,High School,Multi-vehicle Collision,Minor Damage,Ambulance,20,3,1,1,56160,0,13,27,Full
690,26,42,1000,1484,0.0,PhD,Single Vehicle Collision,Major Damage,Police,10,1,2,0,63030,0,19,21,Full
691,254,41,500,1581,1.0,PhD,Single Vehicle Collision,Minor Damage,Police,8,1,2,0,63470,0,16,23,Full
692,199,38,1000,1281,1.0,High School,Single Vehicle Collision,Major Damage,Police,6,1,0,0,44440,1,8,18,Full
693,137,35,500,1668,0.0,JD,Parked Car,Minor Damage,Police,4,1,1,0,6600,0,10,13,Full
694,134,36,1000,1497,0.0,PhD,Multi-vehicle Collision,Minor Damage,Ambulance,17,3,2,1,77200,0,19,15,Full
695,73,30,500,803,1.0,High School,Multi-vehicle Collision,Total Loss,Other,15,3,0,1,57000,0,2,12,Full
696,289,45,2000,1221,1.0,Masters,Vehicle Theft,Trivial Damage,Police,9,1,2,0,2700,0,9,28,Full
697,176,36,500,1866,0.0,College,Single Vehicle Collision,Total Loss,Police,17,1,2,1,47300,0,9,16,Full
698,145,37,2000,1434,1.0,Associate,Single Vehicle Collision,Major Damage,Other,13,1,2,0,55110,0,13,21,Full
699,164,31,500,1115,1.0,Associate,Vehicle Theft,Trivial Damage,Police,5,1,1,0,4320,0,13,14,Full
700,186,38,2000,1219,1.0,Masters,Multi-vehicle Collision,Total Loss,Police,23,3,2,0,68760,1,17,22,Full
701,85,31,2000,1235,1.0,MD,Multi-vehicle Collision,Major Damage,Other,1,2,2,0,74400,1,12,13,Full
702,162,33,500,965,1.0,Associate,Multi-vehicle Collision,Major Damage,Fire,17,4,2,0,35300,1,19,17,Full
703,396,57,500,1352,0.0,High School,Parked Car,Minor Damage,None,3,1,1,0,2640,0,15,38,Full
704,270,41,1000,817,0.0,High School,Multi-vehicle Collision,Total Loss,Ambulance,17,3,1,0,60190,1,1,20,Full
705,168,39,1000,1390,1.0,Masters,Multi-vehicle Collision,Major Damage,Fire,23,3,1,0,41580,1,0,21,Full
706,274,45,1000,1354,1.0,JD,Single Vehicle Collision,Minor Damage,Ambulance,13,1,0,0,58500,1,20,29,Full
707,263,43,1000,1294,1.0,Masters,Single Vehicle Collision,Minor Damage,Fire,17,1,2,1,79320,0,18,25,Full
708,152,33,1000,841,1.0,High School,Single Vehicle Collision,Minor Damage,Ambulance,2,1,0,0,82610,1,13,14,Full
709,46,41,2000,998,1.0,MD,Multi-vehicle Collision,Total Loss,Ambulance,23,3,1,0,78600,1,11,25,Full
710,276,46,2000,1090,0.0,College,Single Vehicle Collision,Minor Damage,Ambulance,17,1,1,0,51390,1,8,30,Full
711,234,44,500,1781,0.0,Associate,Single Vehicle Collision,Major Damage,Ambulance,3,1,1,0,70200,1,3,27,Full
712,64,30,2000,1681,0.0,JD,Parked Car,Minor Damage,None,16,1,2,0,4900,0,0,14,Full
713,456,62,1000,1396,1.0,MD,Multi-vehicle Collision,Major Damage,Other,13,3,1,0,66480,1,3,41,Full
714,58,23,2000,1471,0.0,High School,Single Vehicle Collision,Major Damage,Fire,8,1,2,0,50380,1,8,7,Full
715,475,61,500,1266,1.0,Masters,Single Vehicle Collision,Major Damage,Fire,23,1,0,0,64350,0,17,43,Full
716,96,29,1000,1275,0.0,College,Multi-vehicle Collision,Major Damage,Ambulance,15,3,2,1,55400,1,11,10,Full
717,99,28,500,1330,0.0,MD,Single Vehicle Collision,Total Loss,Other,3,1,2,1,49900,0,17,8,Full
718,38,28,500,1123,0.0,Masters,Multi-vehicle Collision,Minor Damage,Ambulance,4,3,0,1,74880,0,15,6,Full
719,259,44,2000,1656,1.0,Masters,Single Vehicle Collision,Minor Damage,Other,8,1,0,1,105820,0,13,23,Full
720,241,43,1000,936,0.0,Associate,Vehicle Theft,Trivial Damage,Police,21,1,1,1,7150,0,12,24,Full
721,437,58,2000,1192,0.0,Associate,Single Vehicle Collision,Total Loss,Ambulance,23,1,0,0,55800,0,11,39,Full
722,130,34,500,990,0.0,Masters,Parked Car,Trivial Damage,None,8,1,1,1,5830,0,0,18,Full
723,269,41,2000,1422,1.0,Associate,Single Vehicle Collision,Major Damage,Ambulance,21,1,2,0,85900,1,10,19,Full
724,103,29,500,915,0.0,Associate,Parked Car,Minor Damage,Police,5,1,2,0,7110,0,10,9,Full
725,284,43,500,1124,0.0,PhD,Multi-vehicle Collision,Total Loss,Fire,12,3,0,1,36960,0,8,21,Full
726,189,39,2000,838,1.0,College,Multi-vehicle Collision,Minor Damage,Police,7,3,2,1,64400,0,18,19,Full
727,267,43,500,1301,0.0,PhD,Parked Car,Minor Damage,None,0,1,1,1,1920,0,4,24,Full
728,39,22,500,1173,0.0,JD,Single Vehicle Collision,Major Damage,Police,14,1,0,1,86130,1,6,0,Ls
729,140,32,1000,986,1.0,College,Single Vehicle Collision,Major Damage,Fire,13,1,2,0,82170,1,20,14,Full
730,243,41,1000,1129,1.0,College,Single Vehicle Collision,Major Damage,Fire,1,1,1,1,50300,1,16,21,Full
731,116,31,500,1195,1.0,MD,Single Vehicle Collision,Major Damage,Police,23,1,0,0,44200,0,18,11,Full
732,219,43,1000,1114,1.0,High School,Single Vehicle Collision,Major Damage,Ambulance,1,1,2,1,66660,0,9,21,Full
733,96,26,2000,1509,1.0,Associate,Single Vehicle Collision,Total Loss,Ambulance,9,1,2,0,78320,0,8,5,Full
734,149,34,500,665,1.0,PhD,Single Vehicle Collision,Total Loss,Fire,3,1,0,0,105040,0,16,15,Full
735,246,43,1000,1267,0.0,JD,Single Vehicle Collision,Minor Damage,Fire,0,1,2,0,50700,0,9,22,Full
736,293,45,1000,1119,1.0,MD,Multi-vehicle Collision,Total Loss,Fire,13,3,1,0,51210,0,0,24,Full
737,339,48,500,1699,0.0,JD,Multi-vehicle Collision,Total Loss,Fire,18,3,2,0,51840,0,14,31,Full
738,160,33,1000,1423,1.0,High School,Multi-vehicle Collision,Total Loss,Ambulance,17,3,2,1,52800,0,9,13,Full
739,224,42,500,1213,1.0,College,Single Vehicle Collision,Minor Damage,Fire,11,1,0,1,55200,0,17,20,Full
740,194,34,1000,1423,0.0,Associate,Vehicle Theft,Minor Damage,None,0,1,0,0,9100,0,12,13,Full
741,385,51,1000,976,1.0,MD,Multi-vehicle Collision,Minor Damage,Other,14,3,1,0,67600,0,8,30,Full
742,100,33,500,1125,0.0,College,Single Vehicle Collision,Minor Damage,Other,4,1,1,0,40800,0,11,14,Full
743,371,50,1000,1569,0.0,PhD,Multi-vehicle Collision,Major Damage,Other,2,3,2,1,84500,1,4,33,Full
744,175,39,500,1359,0.0,PhD,Multi-vehicle Collision,Major Damage,Other,9,3,2,1,71610,1,3,20,Full
745,373,55,500,1607,0.0,MD,Multi-vehicle Collision,Major Damage,Other,21,4,0,0,60600,1,8,34,Full
746,258,41,500,1042,0.0,Masters,Multi-vehicle Collision,Major Damage,Fire,0,3,2,0,81240,1,7,22,Full
747,255,39,500,1454,1.0,PhD,Multi-vehicle Collision,Total Loss,Fire,17,3,0,0,29300,0,5,21,Full
748,37,31,500,1970,1.0,MD,Multi-vehicle Collision,Total Loss,Fire,21,3,1,1,76450,0,20,15,Full
749,322,44,1000,1156,1.0,College,Multi-vehicle Collision,Major Damage,Fire,20,3,0,0,49400,0,5,22,Full
750,204,38,2000,1124,1.0,MD,Single Vehicle Collision,Total Loss,Ambulance,5,1,0,0,90530,0,12,21,Full
751,76,31,500,1494,1.0,Associate,Vehicle Theft,Minor Damage,Police,7,1,2,0,8030,0,20,10,Full
752,193,40,500,1155,1.0,PhD,Single Vehicle Collision,Minor Damage,Fire,6,1,0,1,63900,0,14,19,Full
753,405,55,500,878,0.0,PhD,Multi-vehicle Collision,Minor Damage,Fire,2,4,0,0,38640,0,18,34,Full
754,435,58,2000,1146,0.0,JD,Multi-vehicle Collision,Total Loss,Other,19,3,1,1,41490,0,11,36,Full
755,54,35,500,1261,1.0,MD,Multi-vehicle Collision,Minor Damage,Fire,21,3,2,0,79090,0,3,19,Full
756,144,35,500,1427,0.0,High School,Multi-vehicle Collision,Major Damage,Police,3,3,0,0,87900,0,20,18,Full
757,92,32,500,1592,0.0,Masters,Single Vehicle Collision,Total Loss,Ambulance,22,1,2,1,53400,0,19,10,Full
758,173,36,1000,1275,0.0,College,Single Vehicle Collision,Total Loss,Fire,22,1,2,0,52030,0,20,15,Full
759,436,60,500,1362,0.0,High School,Single Vehicle Collision,Minor Damage,Ambulance,16,1,0,0,82060,0,10,43,Full
760,155,35,1000,919,1.0,Associate,Single Vehicle Collision,Minor Damage,Ambulance,0,1,0,0,48360,0,18,14,Full
761,78,31,1000,1377,1.0,Masters,Multi-vehicle Collision,Minor Damage,Other,1,3,2,0,52290,0,18,9,Full
762,440,57,1000,996,0.0,College,Multi-vehicle Collision,Major Damage,Police,19,3,0,0,68200,1,8,37,Full
763,264,43,500,1508,0.0,PhD,Multi-vehicle Collision,Major Damage,Other,0,3,2,0,60750,1,0,25,Full
764,66,30,500,485,1.0,College,Multi-vehicle Collision,Major Damage,Fire,2,3,0,1,65560,1,0,12,Full
765,366,50,1000,1561,1.0,High School,Multi-vehicle Collision,Minor Damage,Police,5,3,1,0,70290,0,3,31,Full
766,188,37,500,1457,1.0,JD,Single Vehicle Collision,Total Loss,Ambulance,6,1,2,1,45000,0,12,15,Full
767,224,39,1000,1129,1.0,JD,Multi-vehicle Collision,Total Loss,Fire,21,3,2,0,61800,0,8,17,Full
768,253,46,500,1358,1.0,MD,Multi-vehicle Collision,Major Damage,Ambulance,11,3,0,0,64570,0,14,24,Full
769,446,61,1000,1233,1.0,High School,Single Vehicle Collision,Minor Damage,Other,3,1,2,1,70500,0,8,45,Full
770,169,37,1000,936,0.0,JD,Multi-vehicle Collision,Total Loss,Police,4,3,2,1,57900,0,10,16,Full
771,255,46,500,1302,1.0,JD,Multi-vehicle Collision,Minor Damage,Fire,2,3,1,0,57860,0,4,25,Full
772,209,39,500,1265,0.0,PhD,Single Vehicle Collision,Minor Damage,Fire,22,1,1,0,37800,0,20,20,Full
773,210,37,500,1468,1.0,MD,Single Vehicle Collision,Total Loss,Ambulance,8,1,1,1,63300,0,15,19,Full
774,174,33,2000,1124,1.0,College,Multi-vehicle Collision,Total Loss,Ambulance,14,3,0,1,44200,0,20,14,Full
775,70,28,1000,1320,0.0,High School,Multi-vehicle Collision,Minor Damage,Police,14,4,1,1,31680,0,9,10,Full
776,89,32,2000,1483,1.0,MD,Parked Car,Trivial Damage,Police,5,1,1,0,100,0,13,14,Full
777,458,61,1000,1328,1.0,High School,Single Vehicle Collision,Minor Damage,Fire,18,1,2,0,56340,0,12,44,Full
778,239,40,500,1464,1.0,JD,Multi-vehicle Collision,Total Loss,Police,20,3,0,1,69740,0,12,21,Full
779,161,38,2000,1134,0.0,PhD,Multi-vehicle Collision,Total Loss,Police,0,3,2,1,60480,0,12,21,Full
780,446,61,1000,1037,1.0,High School,Multi-vehicle Collision,Minor Damage,Police,1,3,2,0,80880,0,10,42,Full
781,476,61,1000,1563,1.0,Masters,Single Vehicle Collision,Total Loss,Fire,10,1,1,1,49390,0,6,40,Full
782,70,29,1000,1426,1.0,MD,Single Vehicle Collision,Minor Damage,Ambulance,12,1,0,0,69360,0,6,7,Full
783,233,41,2000,1615,1.0,Associate,Vehicle Theft,Minor Damage,None,6,1,0,0,3740,0,4,23,Full
784,122,33,500,1236,0.0,PhD,Parked Car,Trivial Damage,None,1,1,0,0,5060,0,12,12,Full
785,335,48,2000,1018,1.0,MD,Multi-vehicle Collision,Total Loss,Police,21,3,0,1,35860,1,10,30,Full
786,257,40,2000,1306,0.0,Associate,Multi-vehicle Collision,Major Damage,Ambulance,3,3,2,0,50050,1,7,20,Full
787,85,27,2000,1174,0.0,College,Multi-vehicle Collision,Minor Damage,Fire,14,4,0,0,59070,0,3,10,Full
788,133,30,1000,1231,0.0,College,Multi-vehicle Collision,Minor Damage,Fire,19,3,1,0,28440,0,8,9,Full
789,119,34,500,1299,1.0,College,Single Vehicle Collision,Major Damage,Fire,7,1,2,1,45540,1,17,12,Full
790,169,34,500,1470,1.0,JD,Single Vehicle Collision,Minor Damage,Fire,0,1,0,1,38700,0,3,18,Full
791,225,39,500,1391,0.0,Masters,Parked Car,Trivial Damage,None,6,1,2,1,5830,0,4,20,Full
