TXN_DATE_TIME,TRANSACTION_ID,CUSTOMER_ID,POLICY_NUMBER,POLICY_EFF_DT,LOSS_DT,REPORT_DT,INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CUSTOMER_NAME,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,POSTAL_CODE,SSN,MARITAL_STATUS,AGE,TENURE,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,ROUTING_NUMBER,ACCT_NUMBER,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID
2020-09-02 00:00:00,TXN00002291,A00005062,PLC00002274,2015-06-03,2020-08-21,2020-08-26,Property,83.88,33000,James Bird,1311 Durrett Lane,,Louisville,KY,40213,650-60-7115,Y,57,14,Y,5,L,Own,HI,033835857,QNCW55035714125739,College,A,Total Loss,Police,1,1,MA,Westport,17,AGENT00725,
2020-09-02 00:00:00,TXN00002292,A00003713,PLC00003781,2010-06-11,2020-08-22,2020-08-27,Life,92.73,28000,James Hatfield,7701 Southwest 104th Street,,Oklahoma City,OK,73169,272-57-7903,Y,28,30,Y,6,L,Own,LI,125880341,YAYO38517614560023,Bachelor,A,Total Loss,Police,1,0,CA,Olivehurst,9,AGENT00596,VNDR00582
2020-09-02 00:00:00,TXN00002293,A00005290,PLC00005236,2012-08-10,2020-08-29,2020-08-30,Life,85.53,92000,Anthony Johnston,124 Crane Street,,Panama City,FL,32413,611-04-9726,Y,64,25,Y,3,L,Rent,MI,027483451,UQKY07912714827112,Masters,A,Major Loss,None,1,1,GA,Savannah,14,AGENT00667,VNDR00543
2020-09-02 00:00:00,TXN00002294,A00007509,PLC00009330,2019-11-14,2020-08-22,2020-08-27,Health,190.47,8000,Brian Oberpriller,57 Pierpoint Avenue,,Rutland,VT,05701,491-95-6038,Y,52,70,Y,3,H,Rent,MI,120811771,KBFK94059605379355,PhD,A,Major Loss,Ambulance,0,1,AR,Fayetteville,16,AGENT00502,
2020-09-02 00:00:00,TXN00002295,A00007680,PLC00006041,2016-06-24,2020-08-24,2020-08-27,Mobile,9.0,700,Kathryn Batiste,9360 Hester Beasley Road,,Nashville,TN,37221,117-94-9983,Y,57,28,Y,7,M,Rent,LI,062219046,PIRZ60929872387763,College,A,Minor Loss,Ambulance,1,1,CA,San Leandro,22,AGENT00338,VNDR00004
2020-09-02 00:00:00,TXN00002296,A00000773,PLC00008843,2018-04-28,2020-08-28,2020-08-29,Life,52.59,78000,Jasmin Neville,521 McGregor Court,,Montgomery,AL,36117,648-76-9328,Y,54,119,Y,3,L,Mortgage,HI,011673484,DPKS23799160829882,Bachelor,A,Major Loss,Other,1,0,GA,Savannah,20,AGENT00951,VNDR00057
2020-09-02 00:00:00,TXN00002297,A00007405,PLC00009431,2018-06-29,2020-09-01,2020-09-01,Property,153.46,12000,Henry Fritsch,276 Adams Street,,Quincy,MA,02169,369-02-0411,Y,46,72,Y,7,H,Mortgage,LI,124918418,YOFV16393986511465,NA,A,Minor Loss,Police,1,1,CA,Hayward,15,AGENT00875,
2020-09-02 00:00:00,TXN00002298,A00007016,PLC00008602,2012-10-21,2020-08-17,2020-08-22,Motor,70.93,9000,Terrence Shipps,306 East Lafayette Street,,Fayetteville,AR,72701,040-49-7859,N,49,14,N,4,L,Mortgage,MI,113465338,PYKL12679311160428,Bachelor,A,Major Loss,Police,0,0,AZ,Glendale,11,AGENT00812,
2020-09-02 00:00:00,TXN00002299,A00006521,PLC00004855,2010-11-04,2020-08-20,2020-08-25,Health,121.44,20000,Mona Avery,1139 Addison Street,#R 1,Berkeley,CA,94702,232-56-9086,N,44,108,Y,2,M,Rent,LI,023078462,NWXX78908560696267,MD,A,Major Loss,Police,1,0,CT,Manchester,13,AGENT00411,
2020-09-02 00:00:00,TXN00002300,A00001150,PLC00002537,2018-06-01,2020-08-21,2020-08-26,Health,124.56,13000,Richard Brown,105 French Run Road,,Savannah,GA,31404,834-67-4672,Y,45,113,Y,5,L,Mortgage,MI,124471913,KRZQ93069185109846,College,A,Minor Loss,Ambulance,1,1,VT,Burlington,1,AGENT01044,VNDR00482
2020-09-02 00:00:00,TXN00002301,A00009441,PLC00006270,2017-03-11,2020-08-22,2020-08-27,Travel,78.45,2000,Natasha Coe,332 Stafford Road,#2,Fall River,MA,02721,119-90-7208,Y,44,98,Y,6,M,Mortgage,HI,105352006,MTWD57160659658129,Bachelor,A,Major Loss,Other,1,1,FL,Panama City,0,AGENT00529,VNDR00511
2020-09-03 00:00:00,TXN00002302,A00008728,PLC00007761,2019-02-12,2020-08-19,2020-08-24,Health,198.05,13000,Frank Fields,143 Canton Court,,Goodlettsville,TN,37072,466-58-6832,N,58,39,Y,7,H,Own,LI,071714765,QXWS94362258122798,Bachelor,A,Minor Loss,None,1,0,CA,Vallejo,8,AGENT00782,
2020-09-03 00:00:00,TXN00002303,A00004398,PLC00000321,2011-11-23,2020-08-14,2020-08-19,Health,122.83,11000,Flora Chamberlain,1516 Buchanan Street Northwest,,Washington,DC,20011,259-89-3022,N,29,94,Y,2,L,Rent,LI,086297620,XLHH82869151646707,Bachelor,A,Major Loss,Police,1,0,MA,Chelsea,7,AGENT00091,
2020-09-03 00:00:00,TXN00002304,A00003353,PLC00001843,2013-09-24,2020-08-17,2020-08-22,Mobile,8.82,100,Betty Harper,502 Main Street,,Walpole,MA,02081,531-11-1692,N,49,85,Y,3,M,Rent,MI,058751275,CKOB57681654851500,High School,A,Total Loss,Police,1,1,CT,Manchester,6,AGENT00231,
2020-09-03 00:00:00,TXN00002305,A00007559,PLC00004625,2018-09-28,2020-08-14,2020-08-19,Travel,81.52,4000,Jacob Jones,10891 Kamishak Bay Circle,,Anchorage,AK,99515,872-95-7356,N,49,85,Y,5,L,Own,MI,113216053,WCHA83421550203152,Bachelor,A,Major Loss,Police,1,1,CA,Hayward,11,AGENT00238,VNDR00562
2020-09-03 00:00:00,TXN00002306,A00005026,PLC00004509,2015-04-20,2020-08-22,2020-08-27,Property,129.35,14000,Misty Fanney,8556 Nelson Court,,Arvada,CO,80005,059-30-9624,N,62,74,Y,6,L,Mortgage,LI,092504608,CSZR77835126012069,High School,A,Major Loss,None,1,1,MD,Laurel,10,AGENT01024,
2020-09-03 00:00:00,TXN00002307,A00007073,PLC00001699,2017-10-09,2020-08-21,2020-08-26,Life,80.01,13000,Natashia Jeune,6201 West Olive Avenue,#3172,Glendale,AZ,85302,282-30-9518,Y,30,101,Y,3,L,Own,MI,049604399,NAWX47395500080255,High School,A,Major Loss,Ambulance,1,0,OK,Moore,18,AGENT00590,VNDR00498
2020-09-03 00:00:00,TXN00002308,A00000925,PLC00007943,2011-03-30,2020-08-17,2020-08-22,Motor,101.65,6000,Gladys Perry,17 Hillcrest Road,,Rutland,VT,05701,241-14-7672,Y,40,23,Y,5,M,Mortgage,MI,027322033,DBPM38441612335894,Masters,A,Major Loss,Ambulance,1,1,DC,Washington,15,AGENT00713,VNDR00361
2020-09-03 00:00:00,TXN00002309,A00001826,PLC00000656,2019-02-09,2020-08-21,2020-08-26,Travel,83.75,1000,Jack Allison,1208 Festival Lane,,Montgomery,AL,36117,794-21-7381,Y,60,55,Y,7,L,Own,MI,036120666,FUEV67263399483430,High School,A,Minor Loss,None,0,1,AR,Fayetteville,8,AGENT00320,
2020-09-03 00:00:00,TXN00002310,A00000813,PLC00005356,2014-02-16,2020-08-25,2020-08-28,Property,112.5,14000,Boyd Trajillo,1328 Jenks Avenue,,Panama City,FL,32401,705-84-8821,Y,41,47,Y,4,L,Rent,MI,066211503,EGDR30228370702884,Bachelor,A,Total Loss,Other,1,1,CT,Manchester,0,AGENT00237,VNDR00361
2020-09-03 00:00:00,TXN00002311,A00009085,PLC00007792,2014-02-08,2020-08-21,2020-08-26,Life,80.55,96000,Jo Larson,9321 Amy Lane,,Panama City Beach,FL,32407,280-18-0223,Y,28,91,N,4,L,Own,LI,111337086,LOPE49829677453023,Bachelor,A,Total Loss,None,0,1,TN,Nashville,23,AGENT00219,VNDR00100
2020-09-03 00:00:00,TXN00002312,A00007170,PLC00007145,2012-06-24,2020-08-27,2020-08-29,Property,115.38,34000,Terry Glover,8716 Astrid Avenue,,Louisville,KY,40228,205-40-2560,N,47,116,N,5,M,Rent,MI,034357716,FFEC05030229349554,Bachelor,D,Major Loss,Other,0,1,FL,Southport,22,AGENT00526,
2020-09-03 00:00:00,TXN00002313,A00001462,PLC00009891,2011-11-09,2020-08-20,2020-08-25,Mobile,8.68,600,Dorothy Nalley,4920 Quonset Drive,,Sacramento,CA,95820,470-95-4260,N,26,37,Y,6,M,Rent,MI,085116692,PCOY14344376944693,Bachelor,A,Minor Loss,Ambulance,0,0,FL,Panama City Beach,20,AGENT00206,VNDR00550
2020-09-03 00:00:00,TXN00002314,A00002964,PLC00006219,2014-09-12,2020-08-27,2020-08-29,Mobile,7.16,600,Nancy Whittle,1828 East Parkshore Drive,#8,Fayetteville,AR,72703,316-79-4809,Y,33,118,Y,7,L,Own,HI,093368775,WDFC95945746580591,Masters,A,Total Loss,Police,1,1,CA,Hayward,12,AGENT00011,VNDR00592
2020-09-03 00:00:00,TXN00002315,A00008947,PLC00000031,2014-04-18,2020-08-19,2020-08-24,Travel,82.31,5000,Mitchell Vineyard,29 Lucian Street,,Manchester,CT,06040,313-49-6407,Y,57,25,Y,4,H,Mortgage,MI,025286692,SNVQ47023989706310,NA,A,Total Loss,Police,1,1,TN,Nashville,19,AGENT01061,VNDR00250
2020-09-03 00:00:00,TXN00002316,A00005191,PLC00002591,2014-03-17,2020-08-15,2020-08-20,Travel,93.17,4000,Karen Duffey,19448 Currant Drive,,Edmond,OK,73012,162-63-0045,Y,47,31,Y,7,L,Mortgage,LI,033519584,AUXO10079494771314,Bachelor,A,Major Loss,Ambulance,1,0,CO,Grand Junction,16,AGENT00169,VNDR00293
2020-09-03 00:00:00,TXN00002317,A00007378,PLC00009502,2011-11-19,2020-08-14,2020-08-19,Motor,121.14,8000,Whitney Byers,4725 Royal Oak Drive,,Oklahoma City,OK,73135,433-34-8166,Y,25,84,Y,6,L,Mortgage,LI,084913100,WJXA03798318949344,Bachelor,A,Minor Loss,Police,1,1,MA,Quincy,11,AGENT00889,VNDR00210
2020-09-03 00:00:00,TXN00002318,A00003184,PLC00006361,2013-11-05,2020-08-21,2020-08-26,Mobile,11.55,400,Robert Paul,1431 King George Boulevard,#21-C,Savannah,GA,31419,442-38-1337,Y,62,33,Y,6,L,Mortgage,MI,112578394,QNRX52130556091530,High School,A,Major Loss,Police,1,0,AL,Montgomery,1,AGENT00140,VNDR00598
2020-09-03 00:00:00,TXN00002319,A00000285,PLC00006546,2019-09-30,2020-08-18,2020-08-23,Property,153.02,17000,Shannon Burton,1900 Lincoln Street,#206,Savannah,GA,31401,833-72-9362,Y,42,9,Y,3,H,Rent,HI,034670192,FLAB45455244675499,MD,A,Total Loss,None,0,1,MD,Glen Burnie,17,AGENT00330,VNDR00357
2020-09-03 00:00:00,TXN00002320,A00008939,PLC00003561,2014-09-02,2020-09-02,2020-09-02,Motor,112.77,6000,Luisa Marshall,1002 Cedar Ridge Court,,Annapolis,MD,21403,035-58-6118,N,58,53,Y,2,M,Mortgage,HI,035397652,TZNA04779890018339,NA,A,Total Loss,Ambulance,0,0,CA,Bakersfield,11,AGENT01117,
2020-09-03 00:00:00,TXN00002321,A00006954,PLC00002299,2015-02-19,2020-08-30,2020-08-31,Life,64.42,24000,Katelyn Cianciola,4136 East Virginia Lane,,Montgomery,AL,36116,290-29-0965,Y,29,15,Y,6,L,Rent,LI,118191021,OCNT62338808511046,High School,A,Total Loss,None,1,0,AL,Montgomery,0,AGENT00019,
2020-09-03 00:00:00,TXN00002322,A00008515,PLC00009028,2017-11-06,2020-08-18,2020-08-23,Property,116.0,37000,Lan Eoff,942 Lewis Road,,,CA,95076,493-33-2612,Y,33,37,Y,2,L,Own,MI,043104170,BWLN98499700541332,MD,A,Minor Loss,Ambulance,1,0,CT,Manchester,1,AGENT00699,VNDR00418
2020-09-03 00:00:00,TXN00002323,A00006286,PLC00001374,2014-04-04,2020-08-18,2020-08-23,Mobile,9.76,500,Charles Wadley,2134 West Mills Drive,,Orange,CA,92868,825-02-8807,Y,39,77,Y,4,L,Mortgage,HI,078239175,VNDU32388115990889,Masters,A,Major Loss,Ambulance,1,1,MD,Glen Burnie,8,AGENT01047,VNDR00115
2020-09-03 00:00:00,TXN00002324,A00008805,PLC00005605,2017-05-12,2020-08-31,2020-08-31,Travel,96.6,3000,Tony Mcandrew,4430 Davenport Street Northwest,,Washington,DC,20016,258-30-5664,Y,55,25,Y,4,L,Own,MI,039291518,BXNF64181988874966,Bachelor,A,Minor Loss,Police,0,1,OK,Oklahoma City,5,AGENT00029,VNDR00454
2020-09-03 00:00:00,TXN00002325,A00004893,PLC00000469,2012-06-11,2020-08-19,2020-08-24,Motor,131.23,2000,Samuel Lind,3024 24th Street Northeast,,Washington,DC,20018,650-63-0828,Y,34,18,Y,2,M,Mortgage,HI,103821843,VZMI79640464817041,College,A,Total Loss,Other,0,0,CT,Groton,15,AGENT00170,VNDR00094
2020-09-03 00:00:00,TXN00002326,A00008905,PLC00009107,2020-01-02,2020-08-14,2020-08-19,Health,189.77,9000,Clora Anderson,1110 Okie Street Northeast,,Washington,DC,20002,549-16-9534,Y,62,33,Y,6,L,Mortgage,LI,022912341,WKWF45479539642705,High School,A,Minor Loss,Ambulance,1,1,AL,Montgomery,21,AGENT00768,
2020-09-03 00:00:00,TXN00002327,A00004142,PLC00009496,2012-06-18,2020-08-23,2020-08-28,Life,79.34,50000,Monica Jarvis,449 15th Street Northeast,,Washington,DC,20002,532-88-8378,Y,61,27,Y,6,H,Own,LI,085776647,PCZA19145765120555,High School,A,Minor Loss,Ambulance,0,1,VT,Saint Albans City,22,AGENT00480,
2020-09-03 00:00:00,TXN00002328,A00004844,PLC00001662,2015-04-10,2020-08-20,2020-08-25,Mobile,8.84,400,Goldie Iraheta,594 Putnam Avenue,#2,Cambridge,MA,02139,684-64-7662,Y,39,56,Y,2,L,Mortgage,HI,032361377,PLSY84713883996464,College,A,Major Loss,Ambulance,1,1,GA,Savannah,6,AGENT00067,VNDR00532
2020-09-03 00:00:00,TXN00002329,A00005425,PLC00008975,2010-10-28,2020-08-30,2020-08-31,Travel,71.27,5000,Amanda Fletcher,8320 Cloud Street,,Laurel,MD,20724,367-28-7029,Y,39,40,Y,4,H,Rent,LI,023483426,PKME43526778689800,Masters,A,Minor Loss,Other,1,0,AK,Anchorage,5,AGENT00390,VNDR00018
2020-09-03 00:00:00,TXN00002330,A00006107,PLC00004878,2018-10-08,2020-08-30,2020-08-31,Motor,114.51,6000,Colleen Johnson,222 Plymouth Street,A,Middleborough,MA,02346,826-35-7508,N,34,96,Y,4,L,Mortgage,HI,062003304,GHDQ07300030583132,High School,A,Major Loss,Police,1,0,TN,Nashville,19,AGENT00468,VNDR00282
2020-09-03 00:00:00,TXN00002331,A00009959,PLC00003161,2014-12-27,2020-08-17,2020-08-22,Health,124.4,13000,Chester George,5805 Armada Drive,,Carlsbad,CA,92008,405-13-3541,Y,35,87,Y,4,M,Mortgage,LI,040400343,XXXS34118415479161,College,A,Total Loss,None,1,1,CT,Manchester,12,AGENT00496,VNDR00579
2020-09-03 00:00:00,TXN00002332,A00008976,PLC00005033,2015-10-14,2020-09-02,2020-09-02,Property,149.34,10000,Erika Bottone,5 Meadow Lane,,Rutland,VT,05701,707-63-4320,Y,30,80,Y,4,L,Mortgage,HI,070664117,QNGH71286565786997,College,A,Minor Loss,Police,1,0,AZ,Glendale,17,AGENT00426,
2020-09-03 00:00:00,TXN00002333,A00004685,PLC00008528,2013-02-25,2020-08-29,2020-08-30,Mobile,11.91,700,Steven Carmack,3354 Wilmington Road,,Montgomery,AL,36105,897-89-4631,Y,60,109,Y,7,L,Mortgage,MI,101306218,VMKG28623058011627,Bachelor,A,Minor Loss,None,1,1,TN,Nashville,16,AGENT00617,VNDR00166
2020-09-03 00:00:00,TXN00002334,A00004024,PLC00004382,2011-10-17,2020-08-15,2020-08-20,Travel,79.73,5000,Shelly Benson,720 Southwest 2nd Street,,Moore,OK,73160,393-28-0512,Y,63,97,Y,4,L,Rent,HI,078926572,APPR91745338426186,College,A,Minor Loss,Police,1,1,MD,Laurel,18,AGENT00050,VNDR00084
2020-09-03 00:00:00,TXN00002335,A00005023,PLC00007207,2018-10-05,2020-08-14,2020-08-19,Mobile,9.55,600,Garland Macdougall,18330 North 79th Avenue,#3155,Glendale,AZ,85308,222-40-1817,Y,30,44,Y,6,L,Own,MI,019870111,IFXW91493421565076,Masters,D,Total Loss,Ambulance,0,1,KY,Louisville,17,AGENT00823,VNDR00307
2020-09-04 00:00:00,TXN00002336,A00004632,PLC00000712,2017-06-12,2020-08-27,2020-08-30,Motor,97.45,3000,Clifton Deluca,52 Linnmore Drive,,Manchester,CT,06040,701-38-0626,Y,48,6,Y,3,M,Mortgage,LI,016525786,SIOU13005497213874,High School,A,Major Loss,Ambulance,1,1,CO,Arvada,19,AGENT01080,
2020-09-04 00:00:00,TXN00002337,A00005901,PLC00002672,2017-07-23,2020-08-31,2020-09-01,Travel,64.08,1000,Ron Morrison,13931 West 87th Drive,,Arvada,CO,80005,472-67-9883,Y,33,48,Y,6,L,Mortgage,HI,050574638,JHQX03144982871783,Masters,A,Total Loss,Ambulance,1,1,VT,Derby,4,AGENT01047,
2020-09-04 00:00:00,TXN00002338,A00007858,PLC00000047,2014-05-13,2020-08-20,2020-08-25,Motor,75.84,4000,John Park,135 Pond Road,,Shelburne,VT,05482,577-50-6108,Y,61,50,Y,7,M,Rent,MI,015472665,BPCR40951502333464,Bachelor,A,Total Loss,None,1,1,TN,Nashville,6,AGENT01013,
2020-09-04 00:00:00,TXN00002339,A00009508,PLC00002956,2018-03-02,2020-08-25,2020-08-28,Property,133.19,24000,Melvin Newlon,58 North Cove Road,,Burlington,VT,05408,017-66-8267,N,43,119,Y,2,L,Rent,LI,050013380,RDJG22651842058711,MD,A,Major Loss,Ambulance,1,1,CA,Rancho Cordova,13,AGENT00755,VNDR00448
2020-09-04 00:00:00,TXN00002340,A00002462,PLC00009995,2016-07-16,2020-08-19,2020-08-24,Life,84.32,22000,Danny Lawrence,3318 East Woodbine Road,,Orange,CA,92867,175-47-8375,Y,41,105,Y,3,L,Rent,MI,031394675,FDTX05426377764247,High School,A,Minor Loss,Police,1,1,CT,Manchester,7,AGENT00629,
2020-09-04 00:00:00,TXN00002341,A00007506,PLC00002247,2016-04-08,2020-08-21,2020-08-26,Mobile,11.93,600,Christa Nance,201 Lee Boulevard,,Savannah,GA,31405,529-53-2883,Y,45,87,Y,6,L,Mortgage,MI,010170962,TJXN70302657227536,High School,D,Minor Loss,Police,1,0,CA,Berkeley,21,AGENT00780,
2020-09-04 00:00:00,TXN00002342,A00002199,PLC00006909,2018-12-12,2020-09-02,2020-09-02,Motor,123.61,6000,Daniel Thornton,1643 Oxford Street,R C,Berkeley,CA,94709,832-10-9400,N,25,51,Y,4,M,Mortgage,LI,056400670,TGVO38265005132867,College,A,Minor Loss,None,1,0,CA,Fremont,5,AGENT00623,VNDR00456
2020-09-04 00:00:00,TXN00002343,A00007788,PLC00004599,2010-09-16,2020-08-21,2020-08-26,Life,70.97,76000,Tracey Miner,1353 West 27th Avenue,#APT 000004,Anchorage,AK,99503,378-97-0374,N,39,84,Y,2,L,Own,HI,124213595,LUGY14328790816934,College,A,Total Loss,Other,1,1,TN,Nashville,12,AGENT00528,VNDR00499
2020-09-04 00:00:00,TXN00002344,A00006594,PLC00006339,2018-11-27,2020-08-29,2020-08-31,Travel,90.86,1000,Garnet Williamson,13426 North 54th Drive,,Glendale,AZ,85304,402-13-1392,Y,30,104,Y,4,H,Mortgage,LI,079114833,BOCU15449287476647,College,A,Minor Loss,Police,0,0,OK,Norman,19,AGENT01100,VNDR00443
2020-09-04 00:00:00,TXN00002345,A00002977,PLC00000043,2011-08-03,2020-08-20,2020-08-25,Travel,50.97,1000,Michele Longbrake,13213 Spanish Moss Road,,Savannah,GA,31419,234-89-3424,N,34,102,Y,7,H,Own,MI,071805108,ODTL04473357078425,Bachelor,A,Total Loss,Police,1,1,TN,Nashville,9,AGENT00044,VNDR00330
2020-09-04 00:00:00,TXN00002346,A00005651,PLC00006040,2019-04-01,2020-08-21,2020-08-26,Property,135.12,28000,Daniel Wong,11865 West 74th Avenue,,Arvada,CO,80005,633-06-3280,Y,32,113,Y,7,L,Mortgage,LI,056188536,ZOQQ38382584865922,High School,A,Minor Loss,None,0,1,AK,Anchorage,10,AGENT00961,VNDR00586
2020-09-04 00:00:00,TXN00002347,A00004807,PLC00002024,2010-08-12,2020-08-29,2020-08-31,Motor,121.58,4000,Jack Linden,4511 Sloat Road,,Fremont,CA,94538,287-24-7161,Y,48,7,Y,7,L,Rent,HI,106873526,FGPY56193153851767,Bachelor,A,Total Loss,Ambulance,0,1,AK,Anchorage,22,AGENT00054,VNDR00042
2020-09-04 00:00:00,TXN00002348,A00002525,PLC00003143,2014-12-17,2020-08-20,2020-08-25,Health,175.17,11000,Gerardo Parker,227 Danyacrest Drive,,Nashville,TN,37214,502-68-6360,Y,37,30,N,6,M,Rent,MI,109321143,FIAD85342119779132,PhD,A,Total Loss,Ambulance,1,0,GA,Pooler,23,AGENT00589,
2020-09-04 00:00:00,TXN00002349,A00007456,PLC00007332,2014-02-22,2020-08-27,2020-08-30,Motor,124.28,5000,Houston Lemus,7000 Hugh Drive,,Panama City,FL,32404,546-63-5974,Y,32,98,Y,5,M,Rent,HI,113270303,EPXK60616863599308,Bachelor,A,Total Loss,Other,0,0,CT,Manchester,12,AGENT00644,VNDR00037
2020-09-04 00:00:00,TXN00002350,A00002870,PLC00004744,2012-02-14,2020-08-31,2020-09-01,Health,111.21,6000,Michael Yokley,3034 Mica Street,,Fayetteville,AR,72704,565-27-4440,Y,44,101,Y,5,L,Mortgage,LI,085763993,JTBP19007609836632,College,A,Minor Loss,Ambulance,0,1,DC,Washington,12,AGENT00431,
2020-09-04 00:00:00,TXN00002351,A00009414,PLC00003149,2020-01-14,2020-08-15,2020-08-20,Mobile,9.13,500,Corey Monford,200 Boulder Road,,Manchester,CT,06040,688-09-7346,N,60,42,Y,4,M,Own,MI,129775504,BITA10890100206929,Bachelor,A,Total Loss,Ambulance,1,0,AR,Fayetteville,17,AGENT00596,
2020-09-04 00:00:00,TXN00002352,A00001002,PLC00007306,2012-07-12,2020-08-22,2020-08-27,Travel,54.39,1000,Holly Herring,7941 Alpine View Circle,,Anchorage,AK,99507,793-80-3128,N,36,115,Y,4,H,Rent,LI,089191532,PUYD56507318764058,MD,A,Major Loss,Ambulance,1,1,DC,Washington,17,AGENT00941,
2020-09-04 00:00:00,TXN00002353,A00008172,PLC00004937,2012-08-01,2020-08-21,2020-08-26,Motor,120.32,6000,Jennifer Carswell,1505 Rosewood Avenue,#11,Louisville,KY,40204,410-01-8465,Y,58,8,Y,7,H,Mortgage,MI,073747235,BQWT90434105367969,Bachelor,A,Major Loss,Police,1,1,VT,Brookfield,23,AGENT00818,VNDR00075
2020-09-04 00:00:00,TXN00002354,A00002686,PLC00005798,2015-05-21,2020-08-24,2020-08-29,Mobile,11.66,500,Cynthia Mcfarland,1021 North Center Avenue,,Panama City,FL,32401,374-91-8741,N,35,104,N,2,L,Rent,MI,110640596,XPUD76279980400998,Bachelor,A,Minor Loss,Police,1,1,AR,Fayetteville,10,AGENT00976,
2020-09-04 00:00:00,TXN00002355,A00009460,PLC00006735,2014-08-25,2020-08-31,2020-09-01,Health,168.88,15000,Melanie Cardona,2230 Armstrong Drive,,Savannah,GA,31404,144-44-0416,Y,41,110,Y,3,L,Mortgage,HI,129690074,LULY74628828810731,High School,A,Total Loss,Other,1,0,DC,Washington,3,AGENT00381,
2020-09-04 00:00:00,TXN00002356,A00000449,PLC00003538,2017-10-09,2020-08-18,2020-08-23,Life,99.32,34000,Lillian Bemis,2640 8th Avenue,C,Oakland,CA,94606,581-72-6830,Y,25,109,Y,5,L,Rent,MI,101387651,MSKB71367630262509,Bachelor,A,Total Loss,Police,1,0,GA,Savannah,13,AGENT01167,
2020-09-04 00:00:00,TXN00002357,A00005486,PLC00002703,2015-12-21,2020-08-31,2020-09-01,Life,80.45,83000,Jean Jaime,4231 Miramonte Way,,Union City,CA,94587,025-30-6828,Y,32,61,Y,7,L,Rent,MI,090188453,MQGU87677851323969,NA,A,Total Loss,Other,1,0,AZ,Glendale,7,AGENT00679,
2020-09-04 00:00:00,TXN00002358,A00000454,PLC00001582,2010-10-13,2020-08-28,2020-08-30,Mobile,7.22,200,Wayne Timme,922 Judge Court East,,West River,MD,20778,435-45-6612,Y,63,76,N,3,M,Own,HI,073682455,PFHB35858816841535,Bachelor,A,Total Loss,Ambulance,1,1,CA,Madera,21,AGENT00916,VNDR00252
2020-09-04 00:00:00,TXN00002359,A00005977,PLC00009116,2010-09-18,2020-08-30,2020-08-31,Property,80.86,18000,Lee Maldonado,55 Armory Street,#1,Quincy,MA,02169,078-42-8685,N,59,111,Y,2,L,Mortgage,MI,118678544,BOSR67420689063147,Bachelor,A,Minor Loss,Other,1,0,GA,Savannah,6,AGENT00600,VNDR00418
2020-09-04 00:00:00,TXN00002360,A00007229,PLC00000809,2016-03-28,2020-09-01,2020-09-01,Health,130.24,2000,Robert Golden,463 East Rutgers Loop,,Montgomery,AL,36109,104-03-2048,Y,49,30,Y,2,L,Mortgage,LI,112534626,FVMF01198761983108,College,A,Major Loss,Ambulance,1,1,GA,Pooler,22,AGENT00879,
2020-09-04 00:00:00,TXN00002361,A00004509,PLC00005901,2019-03-23,2020-09-01,2020-09-01,Life,71.96,43000,Anna Solorio,143 Canton Court,,Goodlettsville,TN,37072,344-32-4075,Y,55,42,Y,5,M,Rent,LI,083855528,WDMS25322483419488,College,A,Minor Loss,Ambulance,1,1,CO,Aspen,18,AGENT00664,
2020-09-04 00:00:00,TXN00002362,A00002401,PLC00000566,2017-01-04,2020-08-18,2020-08-23,Life,53.62,70000,David Hodge,606 National Street,#306,Fayetteville,AR,72701,021-63-9631,Y,64,77,Y,6,H,Mortgage,LI,080140537,BUNG68072531177098,Masters,A,Minor Loss,Other,1,0,TN,Nashville,10,AGENT01023,VNDR00296
2020-09-04 00:00:00,TXN00002363,A00000053,PLC00002748,2016-10-06,2020-08-25,2020-08-28,Life,85.3,90000,Arnold Swelgart,74 Westerly Street,,Manchester,CT,06042,879-87-0442,N,26,57,Y,2,M,Own,MI,116005193,EYXP69901216594521,College,A,Total Loss,Police,1,0,CO,Pueblo,17,AGENT00537,
2020-09-04 00:00:00,TXN00002364,A00000708,PLC00006962,2015-07-20,2020-09-01,2020-09-01,Mobile,7.19,700,Virginia Morris,19416 Barclay Road,,Castro Valley,CA,94546,708-28-3480,N,59,30,Y,3,L,Own,HI,110304382,MHOY71038024980725,MD,A,Minor Loss,Ambulance,0,1,TN,Nashville,15,AGENT00782,VNDR00329
2020-09-04 00:00:00,TXN00002365,A00002583,PLC00009071,2012-07-06,2020-08-24,2020-08-29,Health,109.52,4000,Ryan Beecher,6716 South Mariposa Lane,,Dublin,CA,94568,543-72-1799,N,43,113,Y,2,L,Rent,HI,118176499,QOPE14914681540504,NA,A,Minor Loss,None,0,0,CO,Arvada,5,AGENT00944,VNDR00492
